date,run,weekly,Total,bike,weekly,total,swim,weekly,total,total,description,,,,,,points,Points,,,,
11/21/2009,3,3,3,,,,,,0,3,run up O-Hill,,,,,,,,,,,
11/22/2009,6,9,9,,0,0,,0,0,6,run w/hannah,,,,,,,,,,,
11/23/2009,,9,9,,0,0,,0,0,0,,,,,,,,,,,,
11/24/2009,4,13,13,,0,0,2000,2000,2000,5.25,swim in morn,,,"2mi by self, 2 w/daddy",,,,,,,,
11/25/2009,2,15,15,,0,0,,2000,2000,2,with the puppies,,,,,,,,,,,
11/26/2009,,15,15,,0,0,,2000,2000,0,,,,,,,,,,,,
11/27/2009,,15,15,,0,0,,2000,2000,0,,,,,,,,,,,,
11/28/2009,,12,15,,0,0,,2000,2000,0,,,,,,,,,,,,
11/29/2009,4,10,19,,0,0,,2000,2000,4,,,,,,,,,,,,
11/30/2009,3,13,22,8,8,8,,2000,2000,11,2mi on stair master,,,,,,,,,,,
12/1/2009,4,13,26,,8,8,2050,2050,4050,5.28125,swim in morn,,,run up tempo,,,6,6,6.733333333,,,
12/2/2009,,11,26,,8,8,,2050,4050,0,,,,,,,,6,6.733333333,,,
12/3/2009,2.5,13.5,28.5,,8,8,,2050,4050,2.5,in… swim class,,,,,,2,8,9.233333333,,,
12/4/2009,,13.5,28.5,,8,8,,2050,4050,0,,,,,,,,8,9.233333333,,,
12/5/2009,5,18.5,33.5,,8,8,,2050,4050,5,easy in the snow,,,,,,5,13,14.23333333,,,
12/6/2009,7,21.5,40.5,,8,8,,2050,4050,7,6mi tmepo,,,,,,7,20,21.23333333,,,
12/7/2009,6.5,25,47,10,10,18,,2050,4050,16.5,,,,,,,8,28,29.73333333,,,
12/8/2009,1.5,22.5,48.5,,10,18,500,500,4550,1.8125,,,,,,,2,30,31.9,,,
12/9/2009,,22.5,48.5,,10,18,,500,4550,0,,,,,,,,30,31.9,,,
12/10/2009,2.25,22.25,50.75,11,21,29,,500,4550,13.25,,,,,,,4,34,36.35,,,
12/11/2009,1,23.25,51.75,5,26,34,,500,4550,6,,,,,,,2,36,38.35,,,
12/12/2009,,18.25,51.75,,26,34,,500,4550,0,,,,,,,,36,38.35,,,
12/13/2009,2,13.25,53.75,7,33,41,,500,4550,9,NEW SHOES,,,,,,3,39,41.75,,,
12/14/2009,8.5,15.25,62.25,,23,41,,500,4550,8.5,"2 on eliptical, 6 w/shannon",,,,1500m erg,,8,47,50.25,,,
12/15/2009,2.5,16.25,64.75,,23,41,2000,2000,6550,3.75,,,,,,,4,51,55.41666667,,,
12/16/2009,5,21.25,69.75,,23,41,,2000,6550,5,,,,,,,5,56,60.41666667,,,
12/17/2009,5,24,74.75,,12,41,,2000,6550,5,,,,,,,5,61,65.41666667,,,
12/18/2009,,23,74.75,,7,41,,2000,6550,0,,,,,,,,61,65.41666667,,,
12/19/2009,,23,74.75,,7,41,,2000,6550,0,,,,,,,,61,65.41666667,,,
12/20/2009,2.25,23.25,77,,0,41,,2000,6550,2.25,,,,,,,2,63,67.66666667,,,
12/21/2009,,14.75,77,,0,41,,2000,6550,0,,,,,,,,63,67.66666667,,,
12/22/2009,,12.25,77,,0,41,,0,6550,0,,,,,,,,63,67.66666667,,,
12/23/2009,3.5,10.75,80.5,,0,41,,0,6550,3.5,,,,,,,5,68,71.16666667,,,
12/24/2009,,5.75,80.5,,0,41,,0,6550,0,,,,,,,,68,71.16666667,,,
12/25/2009,,5.75,80.5,,0,41,,0,6550,0,,,,,,,1,69,71.16666667,,,
12/26/2009,,5.75,80.5,,0,41,,0,6550,0,,,,,,,,69,71.16666667,,,
12/27/2009,1,4.5,81.5,,0,41,,0,6550,1,,,,,,,1,70,72.16666667,,,
12/28/2009,9,13.5,90.5,,0,41,,0,6550,9,,,,,,,8,78,81.16666667,,,
12/29/2009,4,17.5,94.5,,0,41,,0,6550,4,,,,,,,4,82,85.16666667,,,
12/30/2009,,14,94.5,10,10,51,,0,6550,10,,,,,,,2,84,87.16666667,,,
12/31/2009,4,18,98.5,,10,51,,0,6550,4,,,,,,,4,88,91.16666667,,,
1/1/2010,8,26,8,,10,,,0,,8,,,,,,,,,,,,
1/2/2010,4,30,12,,10,0,,0,0,4,,,,,,,,,,,,
1/3/2010,11.5,40.5,23.5,,10,0,,0,0,11.5,sub 9 min pace,,,,,,,,,,,
1/4/2010,,31.5,23.5,,10,0,,0,0,0,,,,,,,,,,,,
1/5/2010,5,32.5,28.5,,10,0,,0,0,5,,,,,,,,,,,,
1/6/2010,6,38.5,34.5,,0,0,,0,0,6,,,,,,,,,,,,
1/7/2010,8,42.5,42.5,,0,0,,0,0,8,3 at 21:49,,,goal: take off 1min per mile,,,,,,,,
1/8/2010,,34.5,42.5,,0,0,,0,0,0,,,,,,,,,,,,
1/9/2010,5.5,36,48,,0,0,,0,0,5.5,,,,,,,,,,,,
1/10/2010,13.5,38,61.5,,0,0,,0,0,13.5,first 7.68 with xc girls,,,,icy,,,,,,,
1/11/2010,5,43,66.5,,0,0,,0,0,5,nice and speedy,,,relaxed,"loop@ B.F, may be short",,,,,,,
1/12/2010,6,44,72.5,,0,0,,0,0,6,,,,,,,,,,,,
1/13/2010,5.5,43.5,78,,0,0,,0,0,5.5,4 mi tempo,,,,,,,,,,,
1/14/2010,5,40.5,83,,0,0,,0,0,5,back in cville,,,,,,,,,,,
1/15/2010,4.5,45,87.5,,0,0,,0,0,4.5,,,,,,,,,,,,
1/16/2010,15,54.5,102.5,,0,0,,0,0,15,weather to be bad tomorrow,,,,,,,,,,,
1/17/2010,5,46,107.5,,0,0,,0,0,5,not too bad. Rainy but pleasant,,,,slow,,,,,,,
1/18/2010,,41,107.5,,0,0,,0,0,0,,,,,,,,,,,,
1/19/2010,5,40,112.5,,0,0,,0,0,5,,,,,,,,,,,,
1/20/2010,5,39.5,117.5,,0,0,,0,0,5,,,,,,,,,,,,
1/21/2010,12.5,47,130,,0,0,1500,1500,1500,13.4375,felt good so went longer,,,,,,,,,,,
1/22/2010,3,45.5,133,,0,0,,1500,1500,3,,,,,,,,,,,,
1/23/2010,8,38.5,141,,0,0,,1500,1500,8,2x run,,"5.5 morn, 2.5 eve",,,,,,,,,
1/24/2010,15,48.5,156,,0,0,,1500,1500,15,in 2:15:10,,felt good and strong,,,,,,,,,
1/25/2010,8.5,57,164.5,,0,0,,1500,1500,8.5,5 in morn,,ice shins,3.5+ with shannon,,,,,,,,
1/26/2010,,52,164.5,,0,0,2300,3800,3800,1.4375,morning swim w/triclub,,,,very very slow comparitively,,,,,,,
1/27/2010,,47,164.5,,0,0,,3800,3800,0,,,,,,,,,,,,
1/28/2010,8,42.5,172.5,,0,0,,2300,3800,8,to grocery store and back,,,,,,,,,,,
1/29/2010,,39.5,172.5,,0,0,,2300,3800,0,,,,,,,,,,,,
1/30/2010,,31.5,172.5,,0,0,,2300,3800,0,,,,,,,,,,,,
1/31/2010,,16.5,172.5,,0,0,,2300,3800,0,,,,,,,,,,,,
2/1/2010,12,20,184.5,,0,0,,2300,3800,12,with kimber,,,"fell hard on knee, and sluggish, cut out 6mi",,,,,,,,
2/2/2010,,20,184.5,,0,0,2700,2700,6500,1.6875,2700 in less than en hour no less,,,,,,,,,,,
2/3/2010,2.75,22.75,187.25,,0,0,,2700,6500,2.75,,,,,,,,,,,,
2/4/2010,,14.75,187.25,,0,0,2600,5300,9100,1.625,,,,,,,,,,,,
2/5/2010,5,19.75,192.25,,0,0,,5300,9100,5,in the snow!,,,,,,,,,,,
2/6/2010,,19.75,192.25,,0,0,,5300,9100,0,,,,,,,,,,,,
2/7/2010,0.5,20.25,192.75,,0,0,2500,7800,11600,2.0625,no stops in swim,,,,,,,,,,,
2/8/2010,,8.25,192.75,,0,0,,7800,11600,0,,,,,,,,,,,,
2/9/2010,1.5,9.75,194.25,10,10,10,,5100,11600,11.5,I finally did some biking!,,,,,,,,,,,
2/10/2010,,7,194.25,,10,10,,5100,11600,0,sick,,,,,,,,,,,
2/11/2010,,7,194.25,,10,10,,2500,11600,0,"""""",,,,,,,,,,,
2/12/2010,,2,194.25,,10,10,,2500,11600,0,"""""",,,,,,,,,,,
2/13/2010,,2,194.25,,10,10,,2500,11600,0,"""""",,,,,,,,,,,
2/14/2010,11.5,13,205.75,,10,10,,0,11600,11.5,with cammie and celine,,,,,,,,,,,
2/15/2010,2.5,15.5,208.25,8,18,18,,0,11600,10.5,gym in the evening,,,24min at 140± Watts,,,,,,,,
2/16/2010,4.25,18.25,212.5,10,18,28,2100,2100,13700,15.5625,swim in morn,,,up Ohill,bike at gym,,,,,,,
2/17/2010,7.5,25.75,220,,18,28,,2100,13700,7.5,,,,,,,,,,,,
2/18/2010,,25.75,220,,18,28,3000,5100,16700,1.875,66 min swim in morn,,,,,,,,,,,
2/19/2010,1.5,27.25,221.5,13,31,41,,5100,16700,14.5,45 min on spin bike,,,,,,,,,,,
2/20/2010,3.5,30.75,225,,31,41,,5100,16700,3.5,snow/ice is SO HARD TO RUN IN,,,,,,,,,,,
2/21/2010,,19.25,225,8,39,49,,5100,16700,8,ride my new bike!,,,,,,,,,,,
2/22/2010,2,18.75,227,9,40,58,,5100,16700,11,the study,,,,,,,,,,,
2/23/2010,8.5,23,235.5,,30,58,2550,5550,19250,10.09375,swim in morn,,,foxhaven,moderately up tempo,,,,,,,
2/24/2010,8.5,24,244,,30,58,,5550,19250,8.5,5xmile,,6:59; 7:10; 7:11; 7:22; 7:18,,,,,,,,,
2/25/2010,5,29,249,,30,58,2250,4800,21500,6.40625,swim in morn,,,very easy run pace,,,,,,,,
2/26/2010,7,34.5,256,,17,58,1500,6300,23000,7.9375,"500 in 9:40, 500 pull, 500 in 10:00",,,,,got really tired in last 300,,,tired on run,,,
2/27/2010,,31,256,,17,58,,6300,23000,0,rest day,,,,,,,,,,,
2/28/2010,11,42,267,25,34,83,,6300,23000,36,3hr 7 min,,,,,,,,,,,
3/1/2010,5,45,272,,25,83,,6300,23000,5,in morn,,NEW SHOES,,,,,,,,,
3/2/2010,0.5,37,272.5,,25,83,700,4450,23700,0.9375,deep cough,,,,,,,,,,,
3/3/2010,5,33.5,277.5,,25,83,,4450,23700,5,""" """,,5x400,,,,,,,,,
3/4/2010,,28.5,277.5,,25,83,,2200,23700,0,,,,,,,,,,,,
3/5/2010,,21.5,277.5,5,30,88,,700,23700,5,,,,,,,,,,,,
3/6/2010,10,31.5,287.5,,30,88,,700,23700,10,,,,,,,,,,,,
3/7/2010,,20.5,287.5,,5,88,,700,23700,0,,,,,,,,,,,,
3/8/2010,4,19.5,291.5,,5,88,,700,23700,4,morn w/kyle,,,6 hours of construction,,,,,,,,
3/9/2010,2,21,293.5,,5,88,,0,23700,2,ULTIMATE!!!,,,"""""",,,,,,,,
3/10/2010,6,22,299.5,,5,88,1600,1600,25300,7,morn w/kyle,,,"""""",,,,,,,,
3/11/2010,4,26,303.5,,5,88,,1600,25300,4,morn w/kyle,,,"""""",,,,,,,,
3/12/2010,,26,303.5,,0,88,,1600,25300,0,,,,,,,,,,,,
3/13/2010,5.5,21.5,309,16,16,104,,1600,25300,21.5,plus circuits,,,,,,,,,,,
3/14/2010,14,35.5,323,,16,104,,1600,25300,14,long run in rain,,,,,,,,,,,
3/15/2010,,31.5,323,6,22,110,1650,3250,26950,7.03125,,,,,,,,,,,,
3/16/2010,9,38.5,332,,22,110,2300,5550,29250,10.4375,4 in the warmth,,,5 with shannon,,swim in morning,,,,,,
3/17/2010,8,40.5,340,,22,110,,3950,29250,8,5xmile,,"7:03, 7:17, 7:13, 7:29, 7:24",,,,,,,,,
3/18/2010,,36.5,340,,22,110,2500,6450,31750,1.5625,"500 w/u 500p 100,100k,100,100k,100,500p, 500 c/d",,,,,,,,,,,
3/19/2010,5,41.5,345,,22,110,,6450,31750,5,easy,,,,,,,,,,,
3/20/2010,6,42,351,,6,110,,6450,31750,6,5K race,,Win with a 22:05,,,,,,,,,
3/21/2010,14,42,365,,6,110,,6450,31750,14,,,,,,,,,,,,
3/22/2010,,42,365,6,6,116,,4800,31750,6,need to do bike hill repeats,,,,,,,,,,,
3/23/2010,,33,365,8.5,14.5,124.5,2300,4800,34050,9.9375,av: 14.0mph,,,,,,,,,,,
3/24/2010,6.5,31.5,371.5,2.5,17,127,,4800,34050,9,6x800,,"3:23, 3:25, 3:21, 3:25, 3:27, 3:24",,,arms tired?,,,,,,
3/25/2010,,31.5,371.5,,17,127,2400,4700,36450,1.5,swim in morn,,,,,,,,,,,
3/26/2010,8,34.5,379.5,,17,127,,4700,36450,8,,,,,,,,,,,,
3/27/2010,,28.5,379.5,,17,127,,4700,36450,0,,,,,,,,,,,,
3/28/2010,6.5,21,386,,17,127,500,5200,36950,6.8125,,,,,,,,,,,,
3/29/2010,6,27,392,,11,127,,5200,36950,6,,,,,,,,,,,,
3/30/2010,,27,392,,2.5,127,,2900,36950,0,,,,,,,,,,,,
3/31/2010,7,27.5,399,2.5,2.5,129.5,,2900,36950,9.5,,,,,,,,,,,,
4/1/2010,,27.5,399,,2.5,129.5,2400,2900,39350,1.5,,,,,,,,,,,,
4/2/2010,5,24.5,404,,2.5,129.5,,2900,39350,5,,,,,,,,,,,,
4/3/2010,1.25,25.75,405.25,30,32.5,159.5,,2900,39350,31.25,up old garth,,,shift down gear,,,,,,,,
4/4/2010,3,22.25,408.25,,32.5,159.5,,2400,39350,3,tired run,,sore from biking?,,,,,,,,,
4/5/2010,3.5,19.75,411.75,35,67.5,194.5,,2400,39350,38.5,"bike to Uganda, no real resistance",,,,,Super hot and tired on run today,,,,,,
4/6/2010,6,25.75,417.75,14,81.5,208.5,,2400,39350,20,"bike to Uganda, no real resistance",,,,,,,,,,,
4/7/2010,7,25.75,424.75,,79,208.5,,2400,39350,7,12x400,,"1:37, 1:38, 1:39, 1:37, 1:36, 1:39, 1:39, 1:39, 1:40, 1:42, 1:43, 1:38",,,,,,,,,
4/8/2010,,25.75,424.75,,79,208.5,,0,39350,0,,,,,,,,,,,,
4/9/2010,,20.75,424.75,,79,208.5,,0,39350,0,,,,,,,,,,,,
4/10/2010,4.75,24.25,429.5,,49,208.5,,0,39350,4.75,about 1.5 in a semi-fully drunken state,,,,,,,,,,,
4/11/2010,11.5,32.75,441,,49,208.5,,0,39350,11.5,very hot and dehydrated,,,,not consistant,,,,,,,
4/12/2010,,29.25,441,,14,208.5,,0,39350,0,,,,,,,,,,,,
4/13/2010,,23.25,441,10,10,218.5,,0,39350,10,,,,,,,,,,,,
4/14/2010,4.5,20.75,445.5,,10,218.5,,0,39350,4.5,6x400 no time,,,race pace,allergy induced asthma,,,,,,,
4/15/2010,,20.75,445.5,,10,218.5,,0,39350,0,,,,,,,,,,,,
4/16/2010,3,23.75,448.5,,10,218.5,,0,39350,3,,,,,,,,,,,,
4/17/2010,7,26,455.5,25,35,243.5,600,600,39950,32.375,olympic tri,,,"2:59:40, water 53, so shortened, ",,,"600m, 40K, 10K run long",,,,,
4/18/2010,,14.5,455.5,,35,243.5,,600,39950,0,,,,,,,,,,,,
4/19/2010,,14.5,455.5,,35,243.5,,600,39950,0,,,,,,,,,,,,
4/20/2010,0.5,15,456,,25,243.5,2200,2800,42150,1.875,easy swim,,,,,,,,,,,
4/21/2010,,10.5,456,,25,243.5,,2800,42150,0,,,,,,,,,,,,
4/22/2010,,10.5,456,,25,243.5,,2800,42150,0,,,,,,,,,,,,
4/23/2010,,7.5,456,,25,243.5,,2800,42150,0,,,,,,,,,,,,
4/24/2010,4,4.5,460,,0,243.5,,2200,42150,4,,,,,,,,,,,,
4/25/2010,,4.5,460,9,9,252.5,,2200,42150,9,,,,,,,,,,,,
4/26/2010,,4.5,460,,9,252.5,,2200,42150,0,swamped,,,,,,,,,,,
4/27/2010,,4,460,,9,252.5,,0,42150,0,,,,,,,,,,,,
4/28/2010,0.5,4.5,460.5,,9,252.5,,0,42150,0.5,,,,,,,,,,,,
4/29/2010,5,9.5,465.5,5,14,257.5,,0,42150,10,felt warm,,"72 degrees, must get heat acclimated",,,,,,,,,
4/30/2010,,9.5,465.5,50,64,307.5,,0,42150,50,"I made it! With stops clock running, it took 3h40min",,,,,,,,,,,
5/1/2010,,5.5,465.5,,64,307.5,,0,42150,0,,,,,,,,,,,,
5/2/2010,7.5,13,473,13,68,320.5,,0,42150,20.5,hilly bike,,"run, way back faster",,,,,,,,,
5/3/2010,,13,473,,68,320.5,,0,42150,0,,,,,,,,,,,,
5/4/2010,,13,473,4,72,324.5,2250,2250,44400,5.40625,MUST swim everyday!,,,,,,,,,,,
5/5/2010,6.5,19,479.5,,72,324.5,,2250,44400,6.5,,,,,,,,,,,,
5/6/2010,5,19,484.5,,67,324.5,2600,4850,47000,6.625,"I'm getting faster, only 400yds slower than Evan",,,,,,16x100yd @200-205,,,,,
5/7/2010,8,27,492.5,,17,324.5,,4850,47000,8,,,,,,,,,,,,
5/8/2010,5,32,497.5,,17,324.5,,4850,47000,5,,,,,,,,,,,,
5/9/2010,15.5,40,513,,4,324.5,,4850,47000,15.5,felt really good,,,"knees a little achy, don't run too much in the next week",,,,,,,,
5/10/2010,,40,513,,4,324.5,,4850,47000,0,,,,,,,,,,,,
5/11/2010,1,41,514,4,4,328.5,,2600,47000,5,try out bike shoes,,,fall frequently,,,,,,,,
5/12/2010,,34.5,514,2,6,330.5,,2600,47000,2,,,,"got in and out several times without falling, still need practice",,,,,,,,
5/13/2010,,29.5,514,,6,330.5,1500,1500,48500,0.9375,easy swim,,"300 up, 200p,100k, 6x50, 600e",,,,,,,,,
5/14/2010,0.5,22,514.5,,6,330.5,,1500,48500,0.5,,,,,,,,,,,,
5/15/2010,1,18,515.5,2,8,332.5,,1500,48500,3,,,,,,,,,,,,
5/16/2010,13,15.5,528.5,56,64,388.5,2000,3500,50500,70.25,"I am Ironman. Or, half of one at least",,,,,,,,,,,
5/17/2010,,15.5,528.5,,64,388.5,,3500,50500,0,,,,,,,,,,,,
5/18/2010,0.5,15,529,,60,388.5,1500,5000,52000,1.4375,,,,,,,,,,,,
5/19/2010,2,17,531,12,70,400.5,,5000,52000,14,nice and easy,,,,,,,,,,,
5/20/2010,5.5,22.5,536.5,30,100,430.5,,3500,52000,35.5,"bike with Sam, run with daddy",,,,,,,,,,,
5/21/2010,,22,536.5,,100,430.5,,3500,52000,0,"pretty tired. Walked several miles, but did nothing actually athletic",,,,,,,,,,,
5/22/2010,10.5,31.5,547,,98,430.5,,3500,52000,10.5,run with daddy at the battlefield,,,,,,,,,,,
5/23/2010,5,23.5,552,,42,430.5,,1500,52000,5,"scoping out the fastest ways to rtf, we aren't close at all!",,,,,,,,,,,
5/24/2010,,23.5,552,4,46,434.5,2500,4000,54500,5.5625,left rotator cup feels funny,,,,,,,,,,,
5/25/2010,,23,552,,46,434.5,,2500,54500,0,,,,,,,,,,,,
5/26/2010,2.5,23.5,554.5,18,52,452.5,1500,4000,56000,21.4375,,,,,,,,,,,,
5/27/2010,6,24,560.5,11.5,33.5,464,,4000,56000,17.5,,,,,,,,,,,,
5/28/2010,,24,560.5,13,46.5,477,1500,5500,57500,13.9375,shoulder! Find out a way to do kicking without having arms out in front,,,,,,,,,,,
5/29/2010,2,15.5,562.5,4,50.5,481,,5500,57500,6,eating like crap=feeling like crap. Don't eat crap,,,,,,need new shoes soon,,,,,
5/30/2010,13.5,24,576,,50.5,481,,5500,57500,13.5,"stop and go. Cramps and indigestion, not a great run",,,,,,,,,,,
5/31/2010,,24,576,,46.5,481,,3000,57500,0,,,,,,,,,,,,
6/1/2010,2,26,578,26,72.5,507,,3000,57500,28,bike on old lynchburg to and beyond walnut creek park,,,,,,,,,,,
6/2/2010,2,25.5,580,24.5,79,531.5,600,2100,58100,26.875,bike out to walnut creek park and swim,,,,,,,,,,,
6/3/2010,6,25.5,586,,67.5,531.5,,2100,58100,6,SO hot!,,,,,,,,,,,
6/4/2010,3,28.5,589,,54.5,531.5,2000,2600,60100,4.25,NEW SHOES,,,,,,,,,,,
6/5/2010,12,38.5,601,,50.5,531.5,,2600,60100,12,,,,,,,,,,,,
6/6/2010,,25,601,,50.5,531.5,,2600,60100,0,,,,,,,,,,,,
6/7/2010,,25,601,11,61.5,542.5,,2600,60100,11,field school begins,,,,,,,,,,,
6/8/2010,,23,601,11,46.5,553.5,,2600,60100,11,,,,,,,,,,,,
6/9/2010,,21,601,,22,553.5,,2000,60100,0,,,,,,,,,,,,
6/10/2010,,15,601,11,33,564.5,,2000,60100,11,"fall on bike, hit left knee",,,,,,,,,,,
6/11/2010,,12,601,,33,564.5,,0,60100,0,,,,,,,,,,,,
6/12/2010,6,6,607,,33,564.5,,0,60100,6,,,,,,,,,,,,
6/13/2010,7,13,614,,33,564.5,,0,60100,7,bit of trouble with knee from bike fall on Thursday,,,,,,,,,,,
6/14/2010,,13,614,11,33,575.5,,0,60100,11,,,,,,,,,,,,
6/15/2010,3.5,16.5,617.5,12,34,587.5,,0,60100,15.5,,,,,,,,,,,,
6/16/2010,,16.5,617.5,12,46,599.5,,0,60100,12,,,,,,,,,,,,
6/17/2010,,16.5,617.5,6,41,605.5,,0,60100,6,,,,,,,,,,,,
6/18/2010,,16.5,617.5,,41,605.5,,0,60100,0,,,,,,,,,,,,
6/19/2010,,10.5,617.5,11,52,616.5,2000,2000,62100,12.25,,,,,,,,,,,,
6/20/2010,5.5,9,623,22.5,74.5,639,,2000,62100,28,run with daddy at the battlefield,,,,,,,,,,,
6/21/2010,,9,623,12,75.5,651,1500,3500,63600,12.9375,,,,,,,,,,,,
6/22/2010,,5.5,623,13,76.5,664,,3500,63600,13,,,,,,,,,,,,
6/23/2010,7,12.5,630,,64.5,664,,3500,63600,7,,,,,,,,,,,,
6/24/2010,,12.5,630,13,71.5,677,,3500,63600,13,,,,,,,,,,,,
6/25/2010,,12.5,630,6,77.5,683,,3500,63600,6,,,,,,,,,,,,
6/26/2010,5,17.5,635,,66.5,683,,1500,63600,5,,,,,,,,,,,,
6/27/2010,9.5,21.5,644.5,2,46,685,2000,3500,65600,12.75,,,,,,,,,,,,
6/28/2010,,21.5,644.5,,34,685,,2000,65600,0,,,,,,,,,,,,
6/29/2010,,21.5,644.5,,21,685,,2000,65600,0,,,,,,,,,,,,
6/30/2010,5.5,20,650,14,35,699,,2000,65600,19.5,,,,,,,,,,,,
7/1/2010,,20,650,,22,699,,2000,65600,0,,,,,,,,,,,,
7/2/2010,,20,650,,16,699,,2000,65600,0,,,,,,,,,,,,
7/3/2010,,15,650,50,66,749,,2000,65600,50,,,,,,,,,,,,
7/4/2010,9.5,15,659.5,,64,749,600,600,66200,9.875,"8x800 at about 3:30, last one all out",,,,,swim at walnut creek park,,,,,,
7/5/2010,9.5,24.5,669,7,71,756,,600,66200,16.5,fox haven with Shannon,,,,,,,,,,,
7/6/2010,,24.5,669,,71,756,,600,66200,0,,,,,,,,,,,,
7/7/2010,4,23,673,,57,756,,600,66200,4,soccer,,,,,,,,,,,
7/8/2010,,23,673,13,70,769,,600,66200,13,,,,,,,,,,,,
7/9/2010,,23,673,12,82,781,,600,66200,12,,,,,,,,,,,,
7/10/2010,6.5,29.5,679.5,,32,781,1000,1600,67200,7.125,12x400,,,,,,,,,,,
7/11/2010,,20,679.5,,32,781,,1000,67200,0,,,,,,,,,,,,
7/12/2010,,10.5,679.5,,25,781,,1000,67200,0,,,,,,,,,,,,
7/13/2010,,10.5,679.5,,25,781,,1000,67200,0,,,,,,,,,,,,
7/14/2010,3,9.5,682.5,12,37,793,,1000,67200,15,,,,,,,,,,,,
7/15/2010,,9.5,682.5,13,37,806,,1000,67200,13,,,,,,,,,,,,
7/16/2010,,9.5,682.5,,25,806,,1000,67200,0,,,,,,,,,,,,
7/17/2010,9.5,12.5,692,,25,806,,0,67200,9.5,,,,,,,,,,,,
7/18/2010,,12.5,692,27,52,833,,0,67200,27,,,,,,,,,,,,
7/19/2010,,12.5,692,,52,833,,0,67200,0,,,,,,,,,,,,
7/20/2010,2.5,15,694.5,17,69,850,,0,67200,19.5,,,,,,,,,,,,
7/21/2010,3,15,697.5,,57,850,1300,1300,68500,3.8125,,,,,,,,,,,,
7/22/2010,1.5,16.5,699,,44,850,,1300,68500,1.5,,,,,,,,,,,,
7/23/2010,,16.5,699,,44,850,600,1900,69100,0.375,,,,,,,,,,,,
7/24/2010,,7,699,2,46,852,,1900,69100,2,,,,,,,,,,,,
7/25/2010,6.5,13.5,705.5,24,43,876,1500,3400,70600,31.4375,Charlottesville International Triathlon,,,,,"100°F, water 83°",, 2:57:17,,,,
7/26/2010,,13.5,705.5,,43,876,1000,4400,71600,0.625,,,,,,,,,,,,
7/27/2010,5,16,710.5,,26,876,1500,5900,73100,5.9375,morning run,,,"400WU, 100K 200P, 4x100Int, 400CD",,,,,,,,
7/28/2010,3.5,16.5,714,,26,876,,4600,73100,3.5,"4,3,2,1,2,2,200 track workout w/shannon",,,,,,,,,,,
7/29/2010,,15,714,,26,876,,4600,73100,0,,,,,,,,,,,,
7/30/2010,,15,714,12,38,888,,4000,73100,12,,,,,,,,,,,,
7/31/2010,,15,714,,36,888,,4000,73100,0,,,,,,,,,,,,
8/1/2010,10.5,19,724.5,,12,888,,2500,73100,10.5,"first 5 mi were great, last 5 miles, not so much",,,,,,,,,,,
8/2/2010,,19,724.5,,12,888,,1500,73100,0,,,,,,,,,,,,
8/3/2010,2.5,16.5,727,23,35,911,2000,2000,75100,26.75,old lynchburg,,,"run to AFC, 4x50yd, run from AFC",,,,,,,,
8/4/2010,3,16,730,,35,911,1600,3600,76700,4,"run to AFC, 5u @ 30s/25, 1k, 2p, 1k, 2p, 4@28s/25, 1d",,,,,,,,,,,
8/5/2010,6,22,736,,35,911,,3600,76700,6,"5 with mike, RTF",,,,,,,,,,,
8/6/2010,,22,736,19.5,42.5,930.5,1500,5100,78200,20.4375,Garth Rd.,,"500u, 1k, 2p, 200, 4x50 on 60s, 1k, 1p, 1d ",,,,,,,,,
8/7/2010,,22,736,,42.5,930.5,,5100,78200,0,,,,,,,,,,,,
8/8/2010,14.5,26,750.5,,42.5,930.5,,5100,78200,14.5,,,,,,,,,,,,
8/9/2010,,26,750.5,18,60.5,948.5,,5100,78200,18,,,,,,,,,,,,
8/10/2010,,23.5,750.5,,37.5,948.5,,3100,78200,0,,,,,,,,,,,,
8/11/2010,,20.5,750.5,21,58.5,969.5,,1500,78200,21,,,,,,,,,,,,
8/12/2010,,14.5,750.5,,58.5,969.5,,1500,78200,0,,,,,,,,,,,,
8/13/2010,,14.5,750.5,33,72,1002.5,,0,78200,33,,,,,,,,,,,,
8/14/2010,,14.5,750.5,,72,1002.5,,0,78200,0,,,,,,,,,,,,
8/15/2010,2,2,752.5,,72,1002.5,,0,78200,2,,,,,,,,,,,,
8/16/2010,6.5,8.5,759,,54,1002.5,,0,78200,6.5,,,,,,,,,,,,
8/17/2010,1.5,10,760.5,,54,1002.5,2000,2000,80200,2.75,,,,,,,,,,,,
8/18/2010,10,20,770.5,,33,1002.5,,2000,80200,10,fox haven farms,,,,,,,,,,,
8/19/2010,,20,770.5,,33,1002.5,,2000,80200,0,,,,,,,,,,,,
8/20/2010,,20,770.5,,0,1002.5,,2000,80200,0,,,,,,,,,,,,
8/21/2010,,20,770.5,,0,1002.5,,2000,80200,0,,,,,,,,,,,,
8/22/2010,5,23,775.5,,0,1002.5,,2000,80200,5,tempo run on dick woods road,,,,,,,,,,,
8/23/2010,13.5,30,789,,0,1002.5,,2000,80200,13.5,long run with tri girls,,,,,,,,,,,
8/24/2010,2.5,31,791.5,,0,1002.5,2500,2500,82700,4.0625,"500u,1k,550@10min,4x150@3min,10x50@1min,200d",,,,,,,,,,,
8/25/2010,7.5,28.5,799,,0,1002.5,,2500,82700,7.5,"8x800 3.20, 3.24, 3.23, 3.22, 3.26, 3.25, 3.25, 3.26",,,,,,,,,,,
