date,run,weekly,Total,bike,weekly,total,swim,weekly,total,total,description,,,,,,points,Points,,,,
8/26/2012,11.5,16,491.7,,13.5,1369.1,,800,115050,11.5,vint hill to right is NOT a good place to run,,,,,,,,,,,
8/27/2012,,15,491.7,34,47.5,1403.1,,800,115050,34,greenwich loop,,,,,,,,,,,
8/28/2012,1,16,492.7,6,40,1409.1,1500,2300,116550,7.9375,,,,,,,,,,,,
8/29/2012,5,21,497.7,,40,1409.1,,1500,116550,5,,,,,,,,,,,,
8/30/2012,,21,497.7,,40,1409.1,,1500,116550,0,,,,,,,,,,,,
8/31/2012,4,25,501.7,,40,1409.1,,1500,116550,4,bull run marina,,,,,,,,,,,
9/1/2012,,21.5,501.7,50,90,1459.1,,1500,116550,50,"chincotegue, very flat. 17.4 mph",,,,,,,,,,,
9/2/2012,13.3,23.3,515,9,99,1468.1,,1500,116550,22.3,"8:02 pace, 7 w/ daddy. Very steady",,,,,,,,,,,
9/3/2012,,23.3,515,,65,1468.1,2000,3500,118550,1.25,,,,,,,,,,,,
9/4/2012,4.5,26.8,519.5,,59,1468.1,,2000,118550,4.5,very sore all week,,,,,,,,,,,
9/5/2012,,21.8,519.5,22,81,1490.1,,2000,118550,22,l,,,,,,,,,,,
9/6/2012,4.5,26.3,524,,81,1490.1,,2000,118550,4.5,l,,,,,,,,,,,
9/7/2012,,22.3,524,,81,1490.1,,2000,118550,0,v,,,,,,,,,,,
9/8/2012,15,37.3,539,,31,1490.1,,2000,118550,15,"much slower, around 8:40s. Easier and better",,,,,,,,,,,
9/9/2012,,24,539,48,70,1538.1,,2000,118550,48,"1st half fast w/random people I met on the road, 2nd half slower",,,,,,,,,,,
9/10/2012,3,27,542,,70,1538.1,,0,118550,3,,,,,,,,,,,,
9/11/2012,,22.5,542,17,87,1555.1,,0,118550,17,,,,,,,,,,,,
9/12/2012,6,28.5,548,,65,1555.1,,0,118550,6,,,,,,,,,,,,
9/13/2012,,24,548,,65,1555.1,,0,118550,0,,,,,,,,,,,,
9/14/2012,5,29,553,,65,1555.1,,0,118550,5,reach the beach,,leg 1,,,,,,,,,
9/15/2012,11,25,564,,65,1555.1,,0,118550,11,reach the beach,,legs 2 and 3,,Girls Hear Rockets won!!,,,,,,,
9/16/2012,,25,564,,17,1555.1,,0,118550,0,,,,,,,,,,,,
9/17/2012,7,29,571,,17,1555.1,,0,118550,7,,,,,,,,,,,,
9/18/2012,,29,571,,0,1555.1,,0,118550,0,,,,,,,,,,,,
9/19/2012,2.5,25.5,573.5,8,8,1563.1,,0,118550,10.5,dangerous road for biking: Joplin,,,,,,,,,,,
9/20/2012,,25.5,573.5,22,30,1585.1,,0,118550,22,,,,,,,,,,,,
9/21/2012,,20.5,573.5,,30,1585.1,,0,118550,0,,,,,,,,,,,,
9/22/2012,17,26.5,590.5,,30,1585.1,,0,118550,17,with Mr. Beech of all people! 8:10 average for the first 10 miles,,,,,,,,,,,
9/23/2012,,26.5,590.5,17,47,1602.1,,0,118550,17,,,,,,,,,,,,
9/24/2012,2,21.5,592.5,,47,1602.1,,0,118550,2,with jacquie,,,,,,,,,,,
9/25/2012,8,29.5,600.5,,47,1602.1,,0,118550,8,5xmile; 7:07; 7:08; 7:03; 7:03; 6:55,,,,,,,,,,,
9/26/2012,4,31,604.5,,39,1602.1,,0,118550,4,,,,,,,,,,,,
9/27/2012,,31,604.5,60,77,1662.1,,0,118550,60,,,,,,,,,,,,
9/28/2012,,31,604.5,,77,1662.1,2000,2000,120550,1.25,NEW SHOES,,,,,,,,,,,
9/29/2012,16,30,620.5,,77,1662.1,,2000,120550,16,"on the rivanna, fell on my knee",,,,,,,,,,,
9/30/2012,6.3,36.3,626.8,,60,1662.1,,2000,120550,6.3,,,,,,,,,,,,
10/1/2012,,34.3,626.8,,60,1662.1,,2000,120550,0,,,,,,,,,,,,
10/2/2012,9.2,35.5,636,,60,1662.1,,2000,120550,9.2,"6 mile tempo, average around 7:40",,,,,,,,,,,
10/3/2012,5,36.5,641,,60,1662.1,,2000,120550,5,,,,,,,,,,,,
10/4/2012,2,38.5,643,,0,1662.1,,2000,120550,2,,,,,,,,,,,,
10/5/2012,,38.5,643,,0,1662.1,,0,120550,0,,,,,,,,,,,,
10/6/2012,19,41.5,662,,0,1662.1,,0,120550,19,8:07 pace,,,,,,,,,,,
10/7/2012,4,35.2,681,,0,1662.1,,0,120550,19,,,,,,,,,,,,
10/8/2012,,39.2,685,,0,1662.1,,0,120550,4,,,,,,,,,,,,
10/9/2012,6,36,691,,0,1662.1,,0,120550,6,7:30 pace,,,,,,,,,,,
10/10/2012,5,36,696,,0,1662.1,,0,120550,5,,,,,,,,,,,,
10/11/2012,11,45,707,,0,1662.1,,0,120550,11,3x2mi at PWForest Park,,,,,,,,,,,
10/12/2012,1,46,708,,0,1662.1,,0,120550,1,sprint to the Hospital,,,,,,,,,,,
10/13/2012,5,51,713,,0,1662.1,,0,120550,5,"5k race, 20:05, but almost definitely short",,,,,,,,,,,
10/14/2012,,32,713,,0,1662.1,,0,120550,0,day spent in hospital with Ian,,,,,,,,,,,
10/15/2012,,28,713,,0,1662.1,,0,120550,0,,,,,,,,,,,,
10/16/2012,16,38,729,,0,1662.1,,0,120550,16,changed 20 mile run from sunday to 16 mile run on tuesday. sore and tired from stressful weekend.,,,,,,,,,,,
10/17/2012,5,38,734,,0,1662.1,,0,120550,5,stop drinking milk in the morning,,,,,,,,,,,
10/18/2012,,27,734,,0,1662.1,,0,120550,0,,,,,,,,,,,,
10/19/2012,5,31,739,,0,1662.1,,0,120550,5,finally a good run after the accident,,,,,,,,,,,
10/20/2012,21,47,760,,0,1662.1,,0,120550,21,18 miles on w and od at 8:01 pace; fastest mile 7:45 at mile 19,,,,,,,,,,,
10/21/2012,,47,760,,0,1662.1,,0,120550,0,,,,,,,,,,,,
10/22/2012,3,50,763,3,3,1665.1,,0,120550,6,easy with Zac,,,,,,,,,,,
10/23/2012,,34,763,,3,1665.1,,0,120550,0,,,,,,,,,,,,
10/24/2012,4,33,767,,3,1665.1,,0,120550,4,,,,,,,,,,,,
10/25/2012,7,40,774,,3,1665.1,,0,120550,7,,,,,,,,,,,,
10/26/2012,4,39,778,,3,1665.1,,0,120550,4,,,,,,,,,,,,
10/27/2012,,18,778,,3,1665.1,,0,120550,0,,,,,,,,,,,,
10/28/2012,16,34,794,,3,1665.1,,0,120550,16,"8 flat pace, shoes feel flat",,,,,,,,,,,
10/29/2012,,31,794,,0,1665.1,,0,120550,0,,,,,,,,,,,,
10/30/2012,3,34,797,,0,1665.1,,0,120550,3,,,,,,,,,,,,
10/31/2012,,30,797,,0,1665.1,,0,120550,0,NEW SHOES,,,,,,,,,,,
11/1/2012,4,27,801,,0,1665.1,,0,120550,4,,,,,,,,,,,,
11/2/2012,,23,801,,0,1665.1,,0,120550,0,,,,,,,,,,,,
11/3/2012,8,31,809,,0,1665.1,,0,120550,8,,,,,,,,,,,,
11/4/2012,,15,809,,0,1665.1,,0,120550,0,,,,,,,,,,,,
11/5/2012,1.5,16.5,810.5,,0,1665.1,,0,120550,1.5,,,,,,,,,,,,
11/6/2012,3,16.5,813.5,,0,1665.1,,0,120550,3,4x400,,,,,,,,,,,
11/7/2012,,16.5,813.5,,0,1665.1,,0,120550,0,,,,,,,,,,,,
11/8/2012,,12.5,813.5,,0,1665.1,,0,120550,0,,,,,,,,,,,,
11/9/2012,1,13.5,814.5,,0,1665.1,,0,120550,1,,,,,,,,,,,,
11/10/2012,26.2,31.7,840.7,,0,1665.1,,0,120550,26.2,Richmond Marathon 3:34:50 - BQ,,,,,,,,,,,
11/11/2012,,31.7,840.7,,0,1665.1,,0,120550,0,,,,,,,,,,,,
11/12/2012,,30.2,840.7,,0,1665.1,1000,1000,121550,0.625,,,,,,,,,,,,
11/13/2012,,27.2,840.7,,0,1665.1,,1000,121550,0,,,,,,,,,,,,
11/14/2012,,27.2,840.7,,0,1665.1,,1000,121550,0,,,,,,,,,,,,
11/15/2012,,27.2,840.7,,0,1665.1,,1000,121550,0,,,,,,,,,,,,
11/16/2012,,26.2,840.7,,0,1665.1,,1000,121550,0,,,,,,,,,,,,
11/17/2012,,0,840.7,,0,1665.1,,1000,121550,0,,,,,,,,,,,,
11/18/2012,,0,840.7,,0,1665.1,,1000,121550,0,,,,,,,,,,,,
11/19/2012,,0,840.7,,0,1665.1,,0,121550,0,,,,,,,,,,,,
11/20/2012,,0,840.7,15,15,1680.1,,0,121550,15,,,,,,,,,,,,
11/21/2012,,0,840.7,,15,1680.1,,0,121550,0,,,,,,,,,,,,
11/22/2012,3,3,843.7,,15,1680.1,,0,121550,3,"run with Elizabeth, Katherine, Bob",,,out sprinted Bob woot!,,,,,,,,
11/23/2012,,3,843.7,,15,1680.1,,0,121550,0,,,,,,,,,,,,
11/24/2012,,3,843.7,,15,1680.1,,0,121550,0,,,,,,,,,,,,
11/25/2012,,3,843.7,,15,1680.1,,0,121550,0,,,,,,,,,,,,
11/26/2012,2,5,845.7,,15,1680.1,,0,121550,2,run with Zac,,,,,,,,,,,
11/27/2012,,5,845.7,5,5,1685.1,,0,121550,5,bike with Elizabeth,,,,,,,,,,,
11/28/2012,,5,845.7,,5,1685.1,2500,2500,124050,1.5625,"continuous, just under 50 minutes",,,,,,,,,,,
11/29/2012,,2,845.7,,5,1685.1,,2500,124050,0,,,,,,,,,,,,
11/30/2012,,2,845.7,,5,1685.1,,2500,124050,0,,,,,,,,,,,,
12/1/2012,,2,845.7,13.4,18.4,1698.5,,2500,124050,13.4,,,,,,,,,,,,
12/2/2012,,2,845.7,20,38.4,1718.5,,2500,124050,20,,,,,,,,,,,,
12/3/2012,4.7,4.7,850.4,,38.4,1718.5,,2500,124050,4.7,"run with Zac, 20 min tempo",,,,,,,,,,,
12/4/2012,,4.7,850.4,,33.4,1718.5,,2500,124050,0,,,,,,,,,,,,
12/5/2012,,4.7,850.4,,33.4,1718.5,,0,124050,0,,,,,,,,,,,,
12/6/2012,,4.7,850.4,,33.4,1718.5,2500,2500,126550,1.5625,"4x100,75,50,25 + 200 all out @ 3:30",,,,,,,,,,,
12/7/2012,2.5,7.2,852.9,,33.4,1718.5,,2500,126550,2.5,,,,,,,,,,,,
12/8/2012,4,11.2,856.9,28.6,48.6,1747.1,,2500,126550,32.6,,,,,,,,,,,,
12/9/2012,,11.2,856.9,,28.6,1747.1,3000,5500,129550,1.875,20x100 @ 2min; 30 min weight training,,,,,,,,,,,
12/10/2012,4,10.5,860.9,,28.6,1747.1,,5500,129550,4,,,,,,,,,,,,
12/11/2012,,10.5,860.9,,28.6,1747.1,1800,7300,131350,1.125,,,,,,,,,,,,
12/12/2012,,10.5,860.9,8,36.6,1755.1,,7300,131350,8,"30 min weights and core, spin class",,,,,,,,,,,
12/13/2012,4,14.5,864.9,,36.6,1755.1,,4800,131350,4,,,,,,,,,,,,
12/14/2012,,12,864.9,12,48.6,1767.1,,4800,131350,12,hard on the trainer,,,,,,,,,,,
12/15/2012,7,15,871.9,,20,1767.1,,4800,131350,7,,,,,,,,,,,,
12/16/2012,,15,871.9,,20,1767.1,2600,4400,133950,1.625,20min weights,,,,,,,,,,,
12/17/2012,4,15,875.9,,20,1767.1,,4400,133950,4,,,,,,,,,,,,
12/18/2012,4,19,879.9,,20,1767.1,,2600,133950,4,,,,,,,,,,,,
12/19/2012,,19,879.9,17,29,1784.1,1800,4400,135750,18.125,,,,,,,,,,,,
12/20/2012,,15,879.9,,29,1784.1,,4400,135750,0,,,,,,,,,,,,
12/21/2012,2,17,881.9,,17,1784.1,,4400,135750,2,,,,,,,,,,,,
12/22/2012,,10,881.9,,17,1784.1,,4400,135750,0,20 min intense core,,,,,,,,,,,
12/23/2012,,10,881.9,32,49,1816.1,,1800,135750,32,2 hours on the trainer,6 months till CDA,,,,,,,,,,
12/24/2012,,6,881.9,,49,1816.1,,1800,135750,0,,,,,,,,,,,,
12/25/2012,,2,881.9,14,63,1830.1,,1800,135750,14,windy! outside with new clothes,,,,,,,,,,,
12/26/2012,,2,881.9,16,62,1846.1,,0,135750,16,bike on the trainer,,,,,,,,,,,
12/27/2012,3,5,884.9,3,65,1849.1,,0,135750,6,30 min weight lifting,,,,,,,,,,,
12/28/2012,,3,884.9,,65,1849.1,3000,3000,138750,1.875,"54:53, at a 1:49 pace",,,,,,,,,,,
12/29/2012,10.5,13.5,895.4,,65,1849.1,,3000,138750,10.5,"78:59 for 10.0mi, last mile in 7:30",,,,,,,,,,,
12/30/2012,,13.5,895.4,16,49,1865.1,2000,5000,140750,17.25,30 min weight,,,,,,,,,,,
12/31/2012,6,19.5,901.4,,49,1865.1,,5000,140750,6,@ nokesville park. + Frisbee game,87.96875,miles of swimming,,,,,,,,,
1/1/2013,1,20.5,1,4,39,4,,5000,,5,,,,,,,,,,,,
1/2/2013,,20.5,1,25,48,29,3100,8100,3100,26.76136364,"4x500, 8:58; 8:51; 8:51; 8:36",,Goals:,,,,,,,,,
1/3/2013,7.3,24.8,8.3,,45,29,,8100,3100,7.3,20 minute pick up. 58 min,,Run,Bike,Swim,,,,,,,
1/4/2013,,24.8,8.3,17,62,46,1600,6700,4700,17.90909091,"8x50, fastest at :46",,1200,4000,250000,,,,,,,
1/5/2013,10.9,25.2,19.2,,62,46,,6700,4700,10.9,long run w/ daddy,per day:,3.287671233,10.95890411,684.9315068,,,,,,,
1/6/2013,,25.2,19.2,34.6,80.6,80.6,3300,8000,8000,36.475,,per week:,23.01369863,76.71232877,4794.520548,,,,,,,
1/7/2013,3,22.2,22.2,,80.6,80.6,,8000,8000,3,1 w abby 1 w mary 1 w me,,,,,,,,,,,
1/8/2013,1,22.2,23.2,20,96.6,100.6,,8000,8000,21,,,,,,,,,,,,
1/9/2013,,22.2,23.2,34,105.6,134.6,1800,6700,9800,35.02272727,5x100 @ 1:34-1:38; 4x25 @ 46,,,,,,,,,,,
1/10/2013,,14.9,23.2,,105.6,134.6,,6700,9800,0,off,,,,,,,,,,,
1/11/2013,4,18.9,27.2,17,105.6,151.6,3000,8100,12800,22.70454545,"1,2,3,4,4,3,2,1, averaging 1:45ish",,,,,,,,,,,
1/12/2013,10,18,37.2,,105.6,151.6,,8100,12800,10,,,,,,,,,,,,
1/13/2013,,18,37.2,46,117,197.6,4200,9000,17000,48.38636364,"1hr24min (3x100k, 3x300p divided)",,,,,,,,,,,
1/14/2013,,15,37.2,,117,197.6,,9000,17000,0,blood testing,Ferritin Level: 7,,,,,,,,,,
1/15/2013,,14,37.2,20,117,217.6,,9000,17000,20,17min hard session,,,,,,,,,,,
1/16/2013,6,20,43.2,,83,217.6,3000,10200,20000,7.704545455,"400p,4x100,300p,3x100,200p,2x100,100p,100",,,,,,,,,,,
1/17/2013,,20,43.2,12,95,229.6,4000,14200,24000,14.27272727,2000yd TT: 34:25,,,112.6662523,,,,,,,,
1/18/2013,,16,43.2,34,112,263.6,,11200,24000,34,,,,4350.72,,,,,,,,
1/19/2013,10.4,16.4,53.6,8.5,120.5,272.1,,11200,24000,18.9,1:24:37,,,72.512,,,,,,,,
1/20/2013,,16.4,53.6,34.4,108.9,306.5,,7000,24000,34.4,,,,,,,,,,,,
1/21/2013,6,22.4,59.6,,108.9,306.5,5000,12000,29000,8.840909091,"10x200; 20x50; 20x100, hard on the primes",,,,,,,,,,,
1/22/2013,,22.4,59.6,25,113.9,331.5,,12000,29000,25,17mi on computrainer in 57:08,,,,,,,,,,,
1/23/2013,4,20.4,63.6,,113.9,331.5,3400,12400,32400,5.931818182,"500 build, 500@IM, 500 build",,,,,,,,,,,
1/24/2013,,20.4,63.6,36,137.9,367.5,,8400,32400,36,33.68 in 1:51:04,,,,,,,,,,,
1/25/2013,,20.4,63.6,,103.9,367.5,3200,11600,35600,1.818181818,"10x100@1:55, 10x100@1:50, 10x100@1:45",,,,,,,,,,,
1/26/2013,3,13,66.6,50,145.4,417.5,,11600,35600,53,,,,,,,,,,,,
1/27/2013,13,26,79.6,,111,417.5,3600,15200,39200,15.04545455,very slow run (9min) but icy and felt okay; continuous swim,,,,,,,,,,,
1/28/2013,4,24,83.6,17,128,434.5,,10200,39200,21,"run with Zac, hour on the trainer",,,,,,,,,,,
1/29/2013,,24,83.6,23,126,457.5,3500,13700,42700,24.98863636,5x500: 8:30; 8:43; 8:35; 8:45; 8:46,,,,,,,,,,,
1/30/2013,3,23,86.6,20,146,477.5,,10300,42700,23,,,,,,,,,,,,
1/31/2013,2,25,88.6,,110,477.5,3000,13300,45700,3.704545455,cut the swim short - but learned a lot about coaching,,,,,,,,,,,
2/1/2013,,25,88.6,34,144,511.5,,10100,45700,34,,,,,,,,,,,,
2/2/2013,12,34,100.6,,94,511.5,4300,14400,50000,14.44318182,4200 in ,,,,,,,,,,,
2/3/2013,3,24,103.6,59,153,570.5,,10800,50000,62,,,,,,,,,,,,
2/4/2013,,20,103.6,,136,570.5,,10800,50000,0,OFF,,,,,,,,,,,
2/5/2013,6.6,26.6,110.2,9,122,579.5,,7300,50000,15.6,,,,,,,,,,,,
2/6/2013,,23.6,110.2,,102,579.5,3000,10300,53000,1.704545455,,,,,,,,,,,,
2/7/2013,6,27.6,116.2,34,136,613.5,,7300,53000,40,5.4 miles right off the bike in 42:03,,,,,,,,,,,
2/8/2013,,27.6,116.2,36,138,649.5,,7300,53000,36,computrainer: 17mi in 58:03; 15.27 mi @90RPM in 48:13,,,,,,,,,,,
2/9/2013,,15.6,116.2,,138,649.5,3700,6700,56700,2.102272727,100yd in 1:29 all out,,,,,,,,,,,
2/10/2013,,12.6,116.2,34.7,113.7,684.2,,6700,56700,34.7,,,,,,,,,,,,
2/11/2013,,12.6,116.2,37.1,150.8,721.3,,6700,56700,37.1,,,,,,,,,,,,
2/12/2013,5,11,121.2,,141.8,721.3,2500,9200,59200,6.420454545,,,,,,,,,,,,
2/13/2013,5.5,16.5,126.7,,141.8,721.3,1200,7400,60400,6.181818182,,,,,,,,,,,,
2/14/2013,1.5,12,128.2,,107.8,721.3,,7400,60400,1.5,,,,,,,,,,,,
2/15/2013,,12,128.2,36,107.8,757.3,,7400,60400,36,"earlysville loop w/Ian, first time since accident",,,,,,,,,,,
2/16/2013,,12,128.2,68,175.8,825.3,,3700,60400,68,4 hours on trainer,,,,,,,,,,,
2/17/2013,,12,128.2,,141.1,825.3,4200,7900,64600,2.386363636,,,,,,,,,,,,
2/18/2013,8.5,20.5,136.7,,104,825.3,,7900,64600,8.5,,,,,,,,,,,,
2/19/2013,,15.5,136.7,24,128,849.3,3500,8900,68100,25.98863636,,,,,,,,,,,,
2/20/2013,,10,136.7,,128,849.3,3300,11000,71400,1.875,,,,,,,,,,,,
2/21/2013,,8.5,136.7,,128,849.3,,11000,71400,0,,,,,,,,,,,,
2/22/2013,4,12.5,140.7,15,107,864.3,,11000,71400,19,,,,,,,,,,,,
2/23/2013,,12.5,140.7,70,109,934.3,3000,14000,74400,71.70454545,,,,,,,,,,,,
2/24/2013,5,17.5,145.7,,109,934.3,,9800,74400,5,,,,,,,,,,,,
2/25/2013,1.5,10.5,147.2,30,139,964.3,,9800,74400,31.5,,,,,,,,,,,,
2/26/2013,,10.5,147.2,,115,964.3,,6300,74400,0,,,,,,,,,,,,
2/27/2013,5,15.5,152.2,,115,964.3,,3000,74400,5,Race Daddy 1mi: 6:14 (1:31; 1:36; 1:35; 1:32),,,,,,,,,,,
2/28/2013,6,21.5,158.2,,115,964.3,,3000,74400,6,"treadmill run, build up to a 6:43 5th mile, cool down 8:20",,,,,,,,,,,
3/1/2013,5,22.5,163.2,,100,964.3,,3000,74400,5,run with Devin at USAT clinic,,,,,,,,,,,
3/2/2013,,22.5,163.2,8.5,38.5,972.8,,0,74400,8.5,core,,,,,,,,,,,
3/3/2013,,17.5,163.2,,38.5,972.8,,0,74400,0,Core,,,,,,,,,,,
3/4/2013,9.5,25.5,172.7,,8.5,972.8,,0,74400,9.5,,,,,,,,,,,,
3/5/2013,,25.5,172.7,,8.5,972.8,3100,3100,77500,1.761363636,30x100m at 1:55,,,,,,,,,,,
3/6/2013,,20.5,172.7,,8.5,972.8,,3100,77500,0,,,,,,,,,,,,
3/7/2013,,14.5,172.7,30,38.5,1002.8,,3100,77500,30,40k TT in 1:17:13,,,,,,,,,,,
3/8/2013,7.25,16.75,179.95,,38.5,1002.8,,3100,77500,7.25,4mi tempo,,,,,,,,,,,
3/9/2013,,16.75,179.95,31,61,1033.8,,3100,77500,31,earlysville loop,,,,,,,,,,,
3/10/2013,,16.75,179.95,28,89,1061.8,,3100,77500,28,monticelloman course - gear cable broken,,,,,,,,,,,
3/11/2013,10.5,17.75,190.45,,89,1061.8,3100,6200,80600,12.26136364,,,,,,,,,,,,
3/12/2013,,17.75,190.45,18,107,1079.8,,3100,80600,18,hour hard spin,,,,,,,,,,,
3/13/2013,3,20.75,193.45,8,115,1087.8,2900,6000,83500,12.64772727,"4x500 at 9:00, kinda in a funk",,,,,,,,,,,
3/14/2013,4.6,25.35,198.05,,85,1087.8,,6000,83500,4.6,"4mi in 31:02, very windy",,,,,,,,,,,
3/15/2013,,18.1,198.05,,85,1087.8,,6000,83500,0,,,,,,,,,,,,
3/16/2013,,18.1,198.05,,54,1087.8,,6000,83500,0,,,,,,,,,,,,
3/17/2013,,18.1,198.05,18,44,1105.8,3000,9000,86500,19.70454545,,,,,,,,,,,,
3/18/2013,3.5,11.1,201.55,35,79,1140.8,,5900,86500,38.5,,,14,,,,,,,,,
3/19/2013,13,24.1,214.55,,61,1140.8,4200,10100,90700,15.38636364,,,,,,,,,,,,
3/20/2013,3,24.1,217.55,,53,1140.8,,7200,90700,3,,,,,,,,,,,,
3/21/2013,9,28.5,226.55,,53,1140.8,2200,9400,92900,10.25,5xmile: 7:05; 7:02; 6:57; 6:47; 6:42,,,,,,,,,,,
3/22/2013,,28.5,226.55,42,95,1182.8,,9400,92900,42,"really rough, mentally challenging on the trainer.",,,,,,,,,,,
3/23/2013,3,31.5,229.55,4,99,1186.8,,9400,92900,7,,,,,,,,,,,,
3/24/2013,2,33.5,231.55,19,100,1205.8,,6400,92900,21,"brick! 66min hard, 2mi run hard",,,,,,,,,,,
3/25/2013,,30,231.55,,65,1205.8,,6400,92900,0,,,13,,,,,,,,,
3/26/2013,,17,231.55,30,95,1235.8,1800,4000,94700,31.02272727,,,,,,,,,,,,
3/27/2013,6,20,237.55,17,112,1252.8,,4000,94700,23,,,,,,,,,,,,
3/28/2013,,11,237.55,13,125,1265.8,,1800,94700,13,,,,,,,,,,,,
3/29/2013,11,22,248.55,,83,1265.8,3300,5100,98000,12.875,,87,,,,,,,,,,
3/30/2013,4,23,252.55,24.5,103.5,1290.3,,5100,98000,28.5,5xmile hill repeats on bike,86,,,,,,,,,,
3/31/2013,,21,252.55,,84.5,1290.3,2500,7600,100500,1.420454545,,85,,,,,,,,,,
4/1/2013,,21,252.55,34,118.5,1324.3,,7600,100500,34,earlysville loop (27.775) in 1:40:42,84,12,,,,,,,,,
4/2/2013,6,27,258.55,34,122.5,1358.3,,5800,100500,40,,83,,,,,,,,,,
4/3/2013,3,24,261.55,3,108.5,1361.3,,5800,100500,6,,82,,,,,,,,,,
4/4/2013,,24,261.55,,95.5,1361.3,1700,7500,102200,0.9659090909,,81,,,,,,,,,,
4/5/2013,15,28,276.55,,95.5,1361.3,,4200,102200,15,NEW SHOES,80,,,,,,,,,,
4/6/2013,,24,276.55,,71,1361.3,2600,6800,104800,1.477272727,,79,,,,,,,,,,
4/7/2013,,24,276.55,54,125,1415.3,,4300,104800,54,,78,,,,,,,,,,
4/8/2013,2.5,26.5,279.05,34,125,1449.3,,4300,104800,36.5,,77,11,,,,,,,,,
4/9/2013,,20.5,279.05,17,108,1466.3,3200,7500,108000,18.81818182,"3x800, 14:02, 13:58, 14:01",76,,,,,,,,,,
4/10/2013,6.5,24,285.55,,105,1466.3,,7500,108000,6.5,,75,,,,,,,,,,
4/11/2013,,24,285.55,32,137,1498.3,2400,8200,110400,33.36363636,,74,,,,,,,,,,
4/12/2013,10,19,295.55,,137,1498.3,,8200,110400,10,,73,,,,,,,,,,
4/13/2013,2,21,297.55,,137,1498.3,1500,7100,111900,2.852272727,,72,,,,,,,,,,
4/14/2013,4.25,25.25,301.8,43.5,126.5,1541.8,400,7500,112300,47.97727273,"Angels Triathon, 4th overall, 1:20:06",71,,,,,,,,,,
4/15/2013,,22.75,301.8,,92.5,1541.8,,7500,112300,0,,70,10,,,,,,,,,
4/16/2013,,22.75,301.8,33,108.5,1574.8,,4300,112300,33,,69,,,,,,,,,,
4/17/2013,5.5,21.75,307.3,,108.5,1574.8,4200,8500,116500,7.886363636,,68,,,,,,,,,,
4/18/2013,2.5,24.25,309.8,25,101.5,1599.8,,6100,116500,27.5,,67,,,,,,,,,,
4/19/2013,,14.25,309.8,,101.5,1599.8,2800,8900,119300,1.590909091,,66,,,,,,,,,,
4/20/2013,,12.25,309.8,,101.5,1599.8,1600,9000,120900,0.9090909091,,65,,,,,,,,,,
4/21/2013,,8,309.8,,58,1599.8,,8600,120900,0,,64,,,,,,,,,,
4/22/2013,5.5,13.5,315.3,70.2,128.2,1670,,8600,120900,75.7,,63,9,,,,,,,,,
4/23/2013,,13.5,315.3,30,125.2,1700,,8600,120900,30,,62,,,,,,,,,,
4/24/2013,6.4,14.4,321.7,,125.2,1700,2700,7100,123600,7.934090909,,61,,,,,,,,,,
4/25/2013,,11.9,321.7,21,121.2,1721,2200,9300,125800,22.25,,60,,,,,,,,,,
4/26/2013,16,27.9,337.7,,121.2,1721,,6500,125800,16,,59,,,,,,,,,,
4/27/2013,,27.9,337.7,,121.2,1721,,4900,125800,0,,58,,,,,,,,,,
4/28/2013,,27.9,337.7,25,146.2,1746,,4900,125800,25,,57,,,,,,,,,,
4/29/2013,,22.4,337.7,,76,1746,,4900,125800,0,,56,8,,,,,,,,,
4/30/2013,3,25.4,340.7,31,77,1777,,4900,125800,34,,55,,,,,,,,,,
5/1/2013,5,24,345.7,,77,1777,2000,4200,127800,6.136363636,8x400 at 1:34-1:38,54,,,,,,,,,,
5/2/2013,,24,345.7,,56,1777,2500,4500,130300,1.420454545,,53,,,,,,,,,,
5/3/2013,,8,345.7,14,70,1791,,4500,130300,14,,52,,,,,,,,,,
5/4/2013,,8,345.7,,70,1791,500,5000,130800,0.2840909091,,51,,,,,,,,,,
5/5/2013,14.3,22.3,360,55,100,1846,2100,7100,132900,70.49318182,Monticelloman Tri,50,,,,,,,,,,
5/6/2013,,22.3,360,,100,1846,,7100,132900,0,,49,7,,,,,,,,,
5/7/2013,2,21.3,362,,69,1846,,7100,132900,2,,48,,,,,,,,,,
5/8/2013,,16.3,362,,69,1846,,5100,132900,0,,47,,,,,,,,,,
5/9/2013,,16.3,362,17.5,86.5,1863.5,,2600,132900,17.5,,46,,,,,,,,,,
5/10/2013,,16.3,362,67,139.5,1930.5,,2600,132900,67,,45,,,,,,,,,,
5/11/2013,12,28.3,374,,139.5,1930.5,,2100,132900,12,,44,,,,,,,,,,
5/12/2013,,14,374,,84.5,1930.5,,0,132900,0,,43,,,,,,,,,,
5/13/2013,,14,374,80.1,164.6,2010.6,,0,132900,80.1,,42,6,,,,,,,,,
5/14/2013,,12,374,26.5,191.1,2037.1,,0,132900,26.5,,41,,,,,,,,,,
5/15/2013,5,17,379,,191.1,2037.1,,0,132900,5,,40,,,,,,,,,,
5/16/2013,,17,379,84.6,258.2,2121.7,,0,132900,84.6,,39,,,,,,,,,,
5/17/2013,7.7,24.7,386.7,,191.2,2121.7,2000,2000,134900,8.836363636,,38,,,,,,,,,,
5/18/2013,,12.7,386.7,,191.2,2121.7,2600,4600,137500,1.477272727,,37,,,,,,,,,,
5/19/2013,,12.7,386.7,,191.2,2121.7,,4600,137500,0,,36,,,,,,,,,,
